Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Nic_1 count	Nic_3 count	Nic_4 count	Nic_5 count	Nic_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Nic_1 normalised count	Nic_3 normalised count	Nic_4 normalised count	Nic_5 normalised count	Nic_6 normalised count
ENSDARG00000040466	3.085837118018511e-5	0.003561570340379698	-0.29825377967376393	9	44907768	44953664	-1	protein_coding	vil1	villin 1 [Source:ZFIN;Acc:ZDB-GENE-040426-799]	2750	2766	3367	2934	3139	2169	2518	2524	2414	2027	3030.76352021563	2602.881693706051	2804.1589058754453	2946.6682140684384	2883.63532431846	2282.6647549418963	2131.8383548779198	2500.134115063354	2707.403809520049	1984.9841319236527
ENSDARG00000007241	3.308872867715746e-5	0.0037992032512218095	-0.3848425011349044	2	32016256	32018371	1	protein_coding	mycb	MYC proto-oncogene, bHLH transcription factor b [Source:NCBI gene;Acc:393141]	851	1180	1309	897	945	688	789	738	730	838	937.8835475285458	1110.412291602726	1090.182360496275	900.8730020515983	868.1221349095077	724.054103918868	667.9985949160758	731.0217816627398	818.7260898714316	820.6298483236413
ENSDARG00000038785	4.0281660769901424e-5	0.0046012453745413176	0.3255128495267333	2	32505554	32513538	-1	protein_coding	abcf2a	ATP-binding cassette, sub-family F (GCN20), member 2a [Source:ZFIN;Acc:ZDB-GENE-030131-8714]	583	610	663	541	541	716	740	671	662	748	642.5218662857135	574.0266931166635	552.1702864851262	543.3358908694701	496.98843913867057	753.5214221016126	626.5132575892219	664.6553055497268	742.4611938286133	732.4953777399567
ENSDARG00000099786	4.1326086177684526e-5	0.004696338818961482	0.15043838045842806	15	43398317	43510872	1	protein_coding	actn4	actinin, alpha 4 [Source:ZFIN;Acc:ZDB-GENE-030131-940]	2891	3376	3955	3284	3625	3276	4495	3683	3228	3625	3186.1590316157767	3176.908386822715	3293.8664902694936	3298.1794188823287	3330.0981365576354	3447.6762273811214	3805.6447200858815	3648.175097376519	3620.3394768561384	3549.860620731742
ENSDARG00000001303	4.3340754564249816e-5	0.004900158781345795	1.2218628017659117	19	7105838	7144548	-1	protein_coding	psmb8a	proteasome 20S subunit beta 8A [Source:ZFIN;Acc:ZDB-GENE-990415-141]	14	34	20	45	17	42	55	79	58	58	15.429341557461388	31.99493043601075	16.6567205576207	45.19429776178587	15.61701195075305	44.200977274116944	46.565174550550275	78.25300914817946	65.04947015416853	56.797769931707876
ENSDARG00000005122	4.3662735743692367e-5	0.004911503675534126	0.22174018071050042	21	17051478	17108649	1	protein_coding	atp2a2b	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2b [Source:ZFIN;Acc:ZDB-GENE-030131-867]	942	1178	1203	1186	1195	1179	1566	1319	1067	1291	1038.1742676520448	1108.5302368711962	1001.9017415408853	1191.1208254550675	1097.7840753617584	1240.7845763377113	1325.8375153847587	1306.528089448718	1196.685942318928	1264.2400169281873
ENSDARG00000042876	4.610807016203964e-5	0.005160377953488881	0.3625259031692813	20	36806398	36818195	1	protein_coding	abracl	ABRA C-terminal like [Source:NCBI gene;Acc:336650]	280	351	385	350	362	373	499	422	384	459	308.58683114922775	330.3006053835228	320.6418707341985	351.51120481389006	332.55048977485905	392.54677436299096	422.4731291040834	418.00974507002195	430.67235412415033	449.4857999767916
ENSDARG00000069956	4.648471749719424e-5	0.005169645423556899	-0.3017956717482172	8	38190233	38317914	-1	protein_coding	pdlim2	PDZ and LIM domain 2 (mystique) [Source:ZFIN;Acc:ZDB-GENE-070308-4]	557	568	763	632	619	418	581	529	430	494	613.8673748218566	534.5035437545325	635.4538892732297	634.7288041210815	568.6429645597727	439.9049642995448	491.8975711612675	523.9979979669232	482.26331321193913	483.7603163148912
ENSDARG00000006588	4.665744967109115e-5	0.005169645423556899	0.6631367988698577	1	45173421	45177401	-1	protein_coding	zgc:111983	zgc:111983 [Source:ZFIN;Acc:ZDB-GENE-050417-335]	1503	2593	2549	2528	2013	2415	4205	3466	3101	3865	1656.4500257760333	2440.083959428702	2122.8990350687586	2538.915216484326	1849.2379445215229	2541.5561932617243	3560.1192542738895	3433.2269583239245	3477.903568070287	3784.8858756215677
ENSDARG00000104693	4.699872599987495e-5	0.005181551085359348	0.2837177740813822	10	5788620	5821584	-1	protein_coding	il6st	interleukin 6 signal transducer [Source:ZFIN;Acc:ZDB-GENE-080104-6]	988	1171	1324	1409	1237	1230	1652	1411	1240	1665	1088.8706756265608	1101.943045310841	1102.6749009144905	1415.0836788079175	1136.3672813577366	1294.4571915991392	1398.6485155910736	1397.658176051661	1390.7128101925687	1630.4877057981657
ENSDARG00000002745	4.9279947752304744e-5	0.005384773892914404	-0.28092192895951623	20	18992679	18998022	1	protein_coding	tdh	L-threonine dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-040426-2379]	5082	6013	8302	6043	6258	4212	5068	5167	4759	5630	5600.850985358484	5658.397550345078	6914.204703468354	6069.092030543822	5748.89769340074	4432.726578061442	4290.769174948888	5118.143016058776	5337.421180408415	5513.300770957161
ENSDARG00000062049	4.9501313294382894e-5	0.005384773892914404	0.47790846893980493	22	17611836	17653143	-1	protein_coding	arhgap45b	Rho GTPase activating protein 45b [Source:ZFIN;Acc:ZDB-GENE-071213-2]	69	103	120	95	87	112	163	125	121	113	76.04461196177398	96.92581867379728	99.94032334572421	95.41018416377017	79.92235527738325	117.86927273097852	138.00224457708538	123.81805244965105	135.70665325266194	110.65772417729292
ENSDARG00000069192	4.95710232019196e-5	0.005384773892914404	0.5234830629391075	13	33669936	33671694	-1	protein_coding	zgc:163030	zgc:163030 [Source:ZFIN;Acc:ZDB-GENE-060810-77]	89	108	131	118	124	130	177	168	141	171	98.08652847243312	101.63095550262238	109.10151965241559	118.50949190868293	113.91232246431636	136.81254870560005	149.8551980990436	166.41146249233103	158.13750502996143	167.4554941090008
ENSDARG00000025033	5.0650250588320356e-5	0.005475168551400874	0.2375750509414945	14	8594367	8616663	1	protein_coding	stx5a	syntaxin 5A [Source:ZFIN;Acc:ZDB-GENE-040718-18]	379	423	468	372	428	425	535	471	414	503	417.69431787699045	398.0545757186044	389.76726104832443	373.6061948307632	393.18124205425323	447.271793845231	452.9521524462618	466.5464216302852	464.3186317900996	492.5737633732597
ENSDARG00000017634	5.2090629620851845e-5	0.0056035356912528	0.23054949510102482	20	34084331	34090740	-1	protein_coding	pdcb	phosducin b [Source:ZFIN;Acc:ZDB-GENE-031023-2]	1426	1625	1767	1349	1665	1838	1987	1665	1488	1853	1571.5886472099958	1529.169469368161	1471.621261265789	1354.8246151255364	1529.54852341199	1934.3189578530225	1682.272760580789	1649.256458629352	1668.8553722310824	1814.5908221285292
ENSDARG00000017741	5.2382538047464005e-5	0.005607715184211606	0.23460605241254903	14	25923373	25935167	-1	protein_coding	g3bp1	GTPase activating protein (SH3 domain) binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7452]	782	944	1076	902	955	988	1158	1041	922	1153	861.8389355667719	888.3298332821809	896.1315659999938	905.8945906917967	877.3086125275978	1039.7753701625604	980.408584173404	1031.156740800694	1034.0622669335066	1129.1004953665376
ENSDARG00000074390	5.5192777550911735e-5	0.005880153608308673	0.5015184555602855	16	46649469	46664465	-1	protein_coding	tmem176l.4	transmembrane protein 176l.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3532]	1171	1353	1737	1582	1343	1473	2289	1906	1825	2298	1290.5542116990919	1273.210025880075	1446.6361804293579	1588.830645758783	1233.743944109491	1550.19141725653	1937.9579008401743	1887.9776637522793	2046.815224678579	2250.366815570081
ENSDARG00000016457	5.99881030400285e-5	0.0063604610687417774	0.5006591727230438	12	13282797	13306883	1	protein_coding	irf9	interferon regulatory factor 9 [Source:ZFIN;Acc:ZDB-GENE-040912-165]	136	167	182	181	159	170	232	247	226	245	149.88503227248205	157.1515700827587	151.57615707434837	181.78150877518314	146.06499412763145	178.9087175380924	196.4203726495939	244.66447164051047	253.4686250834843	239.92161436669704
ENSDARG00000004173	6.167030871691249e-5	0.006507685910318003	0.14319299479390601	2	37176814	37206080	1	protein_coding	copa	coatomer protein complex, subunit alpha [Source:ZFIN;Acc:ZDB-GENE-020905-2]	1932	2264	2432	2012	2339	2170	2841	2257	2071	2340	2129.2491349296715	2130.48595609201	2025.4572198066774	2020.687268815848	2148.7171148712578	2283.717159162709	2405.3029254202424	2235.6587550308996	2322.714701539363	2291.4962351758004
ENSDARG00000056600	6.19879735425247e-5	0.006510206131290746	0.3100216182472006	12	17458949	17479078	-1	protein_coding	papss2b	3'-phosphoadenosine 5'-phosphosulfate synthase 2b [Source:ZFIN;Acc:ZDB-GENE-010323-5]	308	351	411	375	306	334	544	407	374	439	339.4455142641505	330.3006053835228	342.29560745910544	376.6191480148822	281.10621511355487	351.5030097513109	460.5719082818064	403.15157877606384	419.4569282355006	429.90036206930614
ENSDARG00000009266	6.239272508447644e-5	0.006521805603169801	0.6079869303657829	25	24181067	24202576	-1	protein_coding	uevld	UEV and lactate/malate dehyrogenase domains [Source:NCBI gene;Acc:445225]	66	57	79	66	77	74	128	93	80	134	72.73832448517511	53.63855984860626	65.79404620260178	66.28497005061926	70.73587765929322	77.87791234011081	108.36986077218974	92.12063102254038	89.72340710919798	131.2224339801527
ENSDARG00000055395	6.342538171553046e-5	0.006598621872376315	-0.5579169358901181	20	26683933	26685395	1	protein_coding	foxq1b	forkhead box Q1b [Source:ZFIN;Acc:ZDB-GENE-040426-2090]	149	233	237	167	235	81	143	157	129	153	164.21227800441048	219.25937622325014	197.3821386078053	167.72106058262756	215.88222402511568	85.24474188579697	121.06945383143072	155.51547387676172	144.67899396358175	149.82859999226386
ENSDARG00000018643	6.410917760267892e-5	0.006638595213436285	-0.37997395376205045	7	48870496	48876480	1	protein_coding	igf2a	insulin-like growth factor 2a [Source:ZFIN;Acc:ZDB-GENE-991111-3]	246	271	355	236	281	170	235	195	202	221	271.11557308110724	255.01841612232099	295.65678989776745	237.01898381736586	258.1400210683298	178.9087175380924	198.96029126144208	193.15616182145564	226.5516029507249	216.41908887771447
ENSDARG00000045525	6.456346876543901e-5	0.00665454171089362	0.22185072100014622	4	25754725	25812329	-1	protein_coding	tmcc3	transmembrane and coiled-coil domain family 3 [Source:ZFIN;Acc:ZDB-GENE-030131-1811]	508	606	707	588	662	608	807	685	600	744	559.8646793707418	570.2625836536034	588.8150717118918	590.5388240873353	608.14481831756	639.8617662538834	683.2381065871649	678.5229274240878	672.9255533189848	728.5782901584596
ENSDARG00000012903	6.498826763154169e-5	0.006667314864421129	-0.38214488067565844	1	14432434	14442902	1	protein_coding	slc34a2a	solute carrier family 34 member 2a [Source:ZFIN;Acc:ZDB-GENE-000524-1]	1283	1414	1947	1360	1767	1012	1223	1128	1213	1093	1413.988944158783	1330.6126951917413	1621.5317462843752	1365.872110133973	1623.250595116508	1065.033071462056	1035.4401540967815	1117.334105305651	1360.4311602932144	1070.3441816440811
ENSDARG00000055705	6.57913337071866e-5	0.0066998920903063326	0.33450514977327706	9	34127005	34147996	1	protein_coding	f5	coagulation factor V [Source:ZFIN;Acc:ZDB-GENE-030131-5531]	377	400	575	403	477	467	588	550	518	567	415.49012622592454	376.41094630600884	478.88071603159517	404.74004439999345	438.19498238289435	491.4727711193479	497.82404792224656	544.7994307784646	580.959061032057	555.2471646772132
ENSDARG00000117818	6.591049078008938e-5	0.0066998920903063326	0.7609621333115419	7	936128	964628	1	lincRNA	CR926130.2	NA	60	109	100	87	112	108	239	178	142	100	66.12574953197738	102.57198286838741	83.28360278810351	87.37564233945268	102.88854932260833	113.65965584772928	202.34684941057301	176.3169066883031	159.25904761882643	97.92718953742737
ENSDARG00000023188	7.27696306913628e-5	0.007363356237993606	0.4223736924829395	9	56251000	56272465	-1	protein_coding	lcp1	lymphocyte cytosolic protein 1 (L-plastin) [Source:NCBI gene;Acc:30583]	330	562	593	428	464	430	784	665	562	615	363.6916224258756	528.8573795599424	493.8717645334538	429.84798760098556	426.25256147937733	452.5338149492925	663.7653972296621	658.7120390321436	630.3069349421158	602.2522156551784
ENSDARG00000008165	7.472284766479675e-5	0.0075266286556904365	0.49965783104041406	16	41993551	42004544	-1	protein_coding	caspa	caspase a [Source:ZFIN;Acc:ZDB-GENE-000616-3]	89	82	133	110	102	93	169	148	124	169	98.08652847243312	77.16424399273181	110.76719170817766	110.47495008436545	93.70207170451829	97.87359253554466	143.08208180078176	146.60057410038684	139.07128101925687	165.49695031825226
ENSDARG00000076189	7.590944216363544e-5	0.007580620119702388	0.4551836562165476	14	45702521	45772506	1	protein_coding	ccdc88b	coiled-coil domain containing 88B [Source:ZFIN;Acc:ZDB-GENE-080303-31]	164	132	172	157	177	179	298	215	196	179	180.74371538740485	124.21561228098292	143.24779679553802	157.6778833022307	162.6006538401935	188.38035552540316	252.29858211025422	212.9670502133998	219.82234741753504	175.289669271995
ENSDARG00000021891	7.594303549521346e-5	0.007580620119702388	0.43727020671043954	16	54804815	54810464	-1	protein_coding	zbtb7b	zinc finger and BTB domain containing 7B [Source:ZFIN;Acc:ZDB-GENE-040426-1134]	134	160	156	180	164	183	256	215	185	200	147.68084062141614	150.56437852240353	129.92242034944147	180.77719104714348	150.65823293667648	192.5899724086524	216.73972154437948	212.9670502133998	207.48537894002033	195.85437907485473
ENSDARG00000101569	7.709322631616717e-5	0.007660923296709706	0.2150555787243218	14	24934736	25001584	1	protein_coding	ppargc1b	peroxisome proliferator-activated receptor gamma, coactivator 1 beta [Source:ZFIN;Acc:ZDB-GENE-030616-43]	1024	1266	1330	1167	1353	1305	1626	1389	1221	1314	1128.5461253457472	1191.340645058518	1107.6719170817767	1172.0387886223134	1242.930421727581	1373.3875081600622	1376.6358876217228	1375.8661988205224	1369.4035010041341	1286.7632705217957
ENSDARG00000067797	8.057619070934999e-5	0.007971287438032123	0.5628696355469937	25	35553542	35572245	1	protein_coding	spi1a	Spi-1 proto-oncogene a [Source:ZFIN;Acc:ZDB-GENE-060825-351]	63	131	122	93	106	108	178	152	143	147	69.43203700857624	123.2745849152179	101.60599540148628	93.4015487076908	97.37666275175431	113.65965584772928	150.70183763632636	150.5627517787757	160.3805902076914	143.95296862001823
ENSDARG00000034423	8.235562057472227e-5	0.008111113564159314	-0.3204803606453117	13	22659153	22673166	1	protein_coding	sncga	synuclein, gamma a [Source:ZFIN;Acc:ZDB-GENE-050417-18]	1736	1863	2129	1638	1715	1379	1424	1334	1274	1562	1913.2383531252121	1753.1339824202362	1773.1079033587237	1645.0724385290055	1575.48091150244	1451.265420500173	1205.6147010906109	1321.386255742676	1428.8452582139778	1529.6227005746155
ENSDARG00000020377	8.340684278224791e-5	0.008151075954899369	0.1929677827602101	7	66634167	66654025	1	protein_coding	eif4g2a	eukaryotic translation initiation factor 4, gamma 2a [Source:ZFIN;Acc:ZDB-GENE-030131-2173]	1019	1200	1240	1106	1227	1293	1388	1224	1137	1319	1123.0356462180825	1129.2328389180266	1032.7166745724835	1110.7754072118926	1127.1808037396465	1360.7586575103144	1175.1356777484325	1212.4263695869831	1275.1939235394764	1291.659629998667
ENSDARG00000043899	8.349703257049443e-5	0.008151075954899369	0.7532248556375816	15	47920629	47929455	-1	protein_coding	psma6l	proteasome 20S subunit alpha 6, like [Source:ZFIN;Acc:ZDB-GENE-010502-2]	41	78	84	73	50	62	114	109	110	130	45.18592884685121	73.40013452967173	69.95822634200695	73.31519414689707	45.93238809045015	65.2490616903631	96.51690725023148	107.96934173609571	123.36968477514722	127.30534639865557
ENSDARG00000069944	8.430326479369844e-5	0.008193685736089288	1.026435256629502	15	1134870	1142663	1	protein_coding	p2ry13	purinergic receptor P2Y13 [Source:ZFIN;Acc:ZDB-GENE-110208-5]	15	14	28	11	15	25	34	37	36	29	16.531437382994344	13.17438312071031	23.319408780668983	11.047495008436545	13.779716427135043	26.310105520307705	28.7857442676129	36.65014352509671	40.37553319913909	28.398884965853938
ENSDARG00000015088	8.986736509579291e-5	0.008696335417130004	0.32754030451743543	9	32641026	32648725	-1	protein_coding	dnajb11	DnaJ heat shock protein family (Hsp40) member B11 [Source:ZFIN;Acc:ZDB-GENE-031113-9]	284	331	324	307	308	367	445	366	299	407	312.9952144513596	311.4800580682223	269.83887303345534	308.32554250818356	282.9435106371729	386.2323490381171	376.7545940908159	362.53925757257826	335.3412340706275	398.5636614173294
ENSDARG00000076586	9.379899915227784e-5	0.009037329657454247	1.10848499807818	3	24314697	24338163	-1	protein_coding	csf2rb	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:ZFIN;Acc:ZDB-GENE-080115-1]	12	22	17	36	21	27	52	47	57	41	13.225149906395476	20.70260204683049	14.158212473977596	36.155438209428695	19.29160299798906	28.41491396193232	44.02525593870208	46.5555877210688	63.92792756530356	40.15014771034522
ENSDARG00000074287	1.0246192749348217e-4	0.00982924810933145	0.243475059464106	20	5330540	5369105	-1	protein_coding	sptlc2b	serine palmitoyltransferase, long chain base subunit 2b [Source:ZFIN;Acc:ZDB-GENE-080305-8]	422	516	620	590	541	572	708	579	572	626	465.08443837490756	485.5701207347514	516.3583372862417	592.5474595434147	496.98843913867057	601.9752143046403	599.4207923961744	573.5252189467836	641.5223608307656	613.0242065042953
ENSDARG00000031702	1.0446858037423027e-4	0.009978550608159237	0.1963180356016437	12	6195191	6451609	1	protein_coding	prkg1b	protein kinase cGMP-dependent 1b [Source:ZFIN;Acc:ZDB-GENE-080225-40]	1225	1360	1709	1387	1627	1590	2009	1451	1378	1629	1350.0673862778715	1279.7972174404301	1423.316771648689	1392.9886887910443	1494.6399084632476	1673.32271109157	1700.8988304010093	1437.2799528355495	1545.4856874559352	1595.2339175646919
ENSDARG00000098204	1.0574618961456164e-4	0.010057234171067322	0.8841169052679996	9	563547	582037	1	protein_coding	CU984600.2	si:dkeyp-118h9.7 [Source:NCBI gene;Acc:555303]	40	50	42	97	58	97	84	148	100	80	44.083833021318256	47.051368288251105	34.979113171003476	97.41881961984953	53.28157018492217	102.0832094187939	71.11772113174952	146.60057410038684	112.15425888649747	78.3417516299419
ENSDARG00000035178	1.0771244787974844e-4	0.010170238766385632	0.5807499539989484	5	55543580	55560937	-1	protein_coding	gna14	guanine nucleotide binding protein (G protein), alpha 14 [Source:ZFIN;Acc:ZDB-GENE-040808-7]	243	321	371	432	349	364	587	512	444	569	267.8092856045084	302.0697844105721	308.98216634386404	433.86525851314434	320.608068871342	383.0751363756802	496.97740838496384	507.1587428337707	497.9649094560488	557.2057084679617
ENSDARG00000100131	1.0785226128612923e-4	0.010170238766385632	0.8744017461932585	7	53152108	53210386	1	protein_coding	cdh29	cadherin 29 [Source:ZFIN;Acc:ZDB-GENE-141212-240]	16	30	27	36	42	42	43	47	74	56	17.6335332085273	28.230820972950664	22.486572752787946	36.155438209428695	38.58320599597812	44.200977274116944	36.405500103157486	46.5555877210688	82.99415157600814	54.839226140959326
ENSDARG00000114451	1.1433892263181873e-4	0.010736231040343656	1.3352925255409127	10	38610741	38620514	1	protein_coding	mmp13a	matrix metallopeptidase 13a [Source:ZFIN;Acc:ZDB-GENE-031202-2]	10	19	19	33	11	22	58	44	39	63	11.020958255329564	17.87951994953542	15.823884529739667	33.14248502530963	10.105125379899032	23.15289285787078	49.105093162398475	43.58395446227717	43.74016096573401	61.694129408579244
ENSDARG00000117312	1.173332200130736e-4	0.010970903609661228	-0.48645833921757037	8	40502765	40526398	1	lincRNA	CABZ01044746.1	sb:cb288 [Source:NCBI gene;Acc:321191]	103	110	143	101	89	67	95	65	70	78	113.5158700298945	103.51301023415243	119.09555198698801	101.43609053200828	81.75965080100126	70.51108279442465	80.43075604185957	64.38538727381855	78.50798122054823	76.38320783919335
ENSDARG00000042055	1.1880194172442529e-4	0.011061558943753212	-0.38259666156595606	20	34400715	34419523	1	protein_coding	niban1a	niban apoptosis regulator 1a [Source:ZFIN;Acc:ZDB-GENE-041014-181]	412	479	682	569	487	340	486	409	331	373	454.063480119578	450.7521082014456	567.994171014866	571.4567872545813	447.3814600009844	357.8174350761848	411.4668151194079	405.13266761525824	371.23059691430666	365.26841697460407
ENSDARG00000093316	1.2183679862521275e-4	0.011296667186337718	0.7608926167256139	20	35719375	35750810	-1	protein_coding	adgrf8	adhesion G protein-coupled receptor F8 [Source:ZFIN;Acc:ZDB-GENE-130531-41]	69	140	114	174	132	134	301	204	182	216	76.04461196177398	131.74383120710309	94.943307178438	174.75128467890536	121.26150455878837	141.0221655888493	254.83850072210242	202.07106159783052	204.12075117342542	211.5227294008431
ENSDARG00000117808	1.2327445162588492e-4	0.011382341033456707	0.8874321629418825	12	45368547	45379131	-1	lincRNA	CABZ01068366.1	NA	19	30	32	47	35	47	71	58	50	65	20.93982068512617	28.230820972950664	26.650752892193122	47.20293321786524	32.152671663315104	49.46299837817848	60.11140714707399	57.45157633663809	56.07712944324874	63.652673199327786
ENSDARG00000042010	1.264354461539701e-4	0.011625765505277915	-0.2920516238498781	16	54450407	54455573	-1	protein_coding	pklr	pyruvate kinase L/R [Source:ZFIN;Acc:ZDB-GENE-010907-1]	5578	5598	6320	5786	5997	3915	4881	4693	4720	4773	6147.49051482283	5267.8711935525935	5263.523696208142	5810.982374437623	5509.13062756859	4120.162524480186	4132.447581477017	4648.624961169699	5293.681019442681	4674.064756621408
ENSDARG00000102058	1.274372427734015e-4	0.01166945991677098	0.4699233725444203	14	31751260	31755722	1	protein_coding	si:dkeyp-11e3.1	si:dkeyp-11e3.1 [Source:ZFIN;Acc:ZDB-GENE-141222-55]	108	177	152	169	141	163	222	197	176	238	119.02634915755928	166.5618437404089	126.59107623791733	169.72969603870692	129.5293344150694	171.54188799240623	187.95397727676658	195.13725066065007	197.39149564023555	233.06671109907714
ENSDARG00000005549	1.3054327192666153e-4	0.011904686855534237	-0.23643757944551932	7	30209911	30227878	-1	protein_coding	znf710b	zinc finger protein 710b [Source:ZFIN;Acc:ZDB-GENE-120503-2]	544	605	743	627	716	451	597	557	481	552	599.5401290899282	569.3215562878383	618.797168715609	629.7072154808831	657.7517974552461	474.634303586351	505.44380375779116	551.7332417156451	539.4619852440528	540.558086246599
ENSDARG00000088589	1.3242365942595007e-4	0.01202667333147153	-0.9404771860479858	7	22675475	22677211	1	protein_coding	ponzr3	plac8 onzin related protein 3 [Source:ZFIN;Acc:ZDB-GENE-050506-38]	69	32	91	49	50	29	24	37	24	31	76.04461196177398	30.112875704480707	75.78807853717419	49.21156867394461	45.93238809045015	30.519722403556937	20.319348894785573	36.65014352509671	26.917022132759396	30.357428756602484
ENSDARG00000077473	1.3436632583231373e-4	0.012153297063037029	-0.37756834055799005	6	50451337	50454833	1	protein_coding	mych	myelocytomatosis oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-030219-51]	2035	2670	3119	2450	2530	1509	2350	1974	1709	1933	2242.765004959566	2512.543066592609	2597.6155709609484	2460.5784336972306	2324.178837376777	1588.0779692057731	1989.6029126144208	1955.3346842848894	1916.716284370242	1892.932573758471
ENSDARG00000075253	1.3497527765316724e-4	0.012158748588594252	0.2519296366495531	15	7064819	7161877	1	protein_coding	pik3cb	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta [Source:ZFIN;Acc:ZDB-GENE-030131-1904]	292	317	385	320	344	368	469	390	324	350	321.8119810556232	298.305674947512	320.6418707341985	321.3816729726995	316.014830062297	387.2847532589294	397.07394298560143	386.3123236429113	363.37979879225185	342.7451633809958
ENSDARG00000068006	1.3738216576077882e-4	0.012311642951237127	-1.8573200573543578	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	146	23	16	30	20	10	11	14	15	17	160.9059905278116	21.64362941259551	13.325376446096561	30.129531841190577	18.372955236180058	10.524042208123081	9.313034910110055	13.867621874360918	16.82313883297462	16.647622221362653
ENSDARG00000094854	1.3778372977918805e-4	0.012311642951237127	0.39234368619353044	4	76608282	76633286	1	protein_coding	ms4a17a.9	membrane-spanning 4-domains, subfamily A, member 17A.9 [Source:ZFIN;Acc:ZDB-GENE-050320-79]	160	196	267	175	152	200	303	242	200	254	176.33533208527302	184.44136368994432	222.36721944423635	175.75560240694503	139.63445979496845	210.48084416246164	256.5317797966679	239.71174954252444	224.30851777299495	248.7350614250655
ENSDARG00000105481	1.4596155551814888e-4	0.012989992250129234	1.4595461211263074	1	45341934	45347393	-1	protein_coding	si:ch211-243a20.4	si:ch211-243a20.4 [Source:ZFIN;Acc:ZDB-GENE-061207-29]	6	3	13	8	9	15	20	19	22	26	6.612574953197738	2.8230820972950665	10.826868362453457	8.034541824317488	8.267829856281026	15.786063312184623	16.932790745654646	18.82034397234696	24.673936955029443	25.461069279731117
ENSDARG00000025269	1.4678514221392314e-4	0.013011035005842147	0.14616514921316193	19	42847306	42875185	1	protein_coding	pdcd6ip	programmed cell death 6 interacting protein [Source:ZFIN;Acc:ZDB-GENE-040426-2678]	1990	2194	2592	2184	2364	2121	2838	2481	2191	2429	2193.170692810583	2064.6140404884586	2158.7109842676427	2193.4299180386743	2171.683308916483	2232.149352342906	2402.763006808394	2457.540705020674	2457.29981220316	2378.651433864111
ENSDARG00000007886	1.497566334543748e-4	0.013221541822107354	0.3542573953781824	20	51237646	51267192	-1	protein_coding	slc35b2	solute carrier family 35 member B2 [Source:ZFIN;Acc:ZDB-GENE-050213-1]	191	182	214	197	198	226	329	249	186	227	210.50030267679466	171.26698056923402	178.2269099665415	197.8505924238181	181.89225683818256	237.84335390358166	278.54440776601894	246.6455604797049	208.6069215288853	222.29472024996014
ENSDARG00000025091	1.5439571500370784e-4	0.013577020017786372	0.1723612616451869	20	13564931	13625588	-1	protein_coding	ezrb	ezrin b [Source:ZFIN;Acc:ZDB-GENE-050803-1]	1754	2144	2549	2011	2207	2064	2787	2429	1991	2283	1933.0760779848054	2017.5626722002075	2122.8990350687586	2019.6829510878083	2027.4556103124694	2172.162311756604	2359.5843904069748	2406.0323952016192	2232.9912944301645	2235.677737139467
ENSDARG00000041041	1.5567788875424485e-4	0.013620290139839635	0.6335981407826969	16	11818126	11825303	1	protein_coding	cxcr3.2	chemokine (C-X-C motif) receptor 3, tandem duplicate 2 [Source:NCBI gene;Acc:791973]	35	54	62	50	45	54	115	71	64	65	38.57335389365347	50.81547775131119	51.63583372862418	50.2158864019843	41.33914928140513	56.82982792386464	97.36354678751421	70.32865379140179	71.77872568735839	63.652673199327786
ENSDARG00000095796	1.5713910845011316e-4	0.013620290139839635	0.48449683447451114	16	17714664	17719792	1	protein_coding	si:dkey-87o1.2	si:dkey-87o1.2 [Source:ZFIN;Acc:ZDB-GENE-110411-217]	265	257	339	302	282	313	490	377	321	458	292.0553937662334	241.84403300161068	282.33141345167087	303.3039538679852	259.0586688301388	329.40252111425247	414.8533732685388	373.4352461881476	360.0151710256569	448.50652808141734
ENSDARG00000079420	1.5745720585453633e-4	0.013620290139839635	-0.363681581830197	22	11628438	11648322	-1	protein_coding	dpp4	dipeptidyl-peptidase 4 [Source:ZFIN;Acc:ZDB-GENE-081104-277]	689	546	759	752	729	473	603	556	514	461	759.3440237922069	513.8009417077021	632.1225451617056	755.2469314858438	669.6942183587631	497.78719644422176	510.5236409814876	550.7426972960478	576.472890676597	451.44434376754015
ENSDARG00000025535	1.5791507850147117e-4	0.013620290139839635	0.2244238689125596	14	35279343	35390283	1	protein_coding	clint1a	clathrin interactor 1a [Source:ZFIN;Acc:ZDB-GENE-030131-2590]	613	693	840	721	792	680	1073	872	723	777	675.5847410517022	652.1319644751603	699.5822634200695	724.1130819166135	727.5690273527302	715.6348701523696	908.4442235043717	863.7547338887657	810.8752917493767	760.8942627058107
