Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Oxy_1 count	Oxy_2 count	Oxy_3 count	Oxy_4 count	Oxy_5 count	Oxy_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Oxy_1 normalised count	Oxy_2 normalised count	Oxy_3 normalised count	Oxy_4 normalised count	Oxy_5 normalised count	Oxy_6 normalised count
ENSDARG00000073761	1.0635763873154946e-4	0.012556594452432382	0.6445699127978358	5	3943157	3991655	-1	protein_coding	myo19	myosin XIX [Source:ZFIN;Acc:ZDB-GENE-140106-116]	39	43	43	57	52	84	72	69	45	83	76	42.98173719578529	40.46417672789595	35.811949198884506	57.2461104982621	47.76968361406815	83.29419914765442	72.5387107508651	59.42267097898776	49.8176957607943	84.36446660499793	69.56446970160366
ENSDARG00000033160	1.098008194163917e-4	0.012892645127669253	-0.2653144533536794	3	23488652	23496223	1	protein_coding	nr1d1	nuclear receptor subfamily 1, group d, member 1 [Source:ZFIN;Acc:ZDB-GENE-050105-1]	1979	2139	2665	2329	2302	1881	1697	2048	1661	1585	2250	2181.0476387297203	2012.8575353713823	2219.5080143029586	2339.0559886044284	2114.727147684325	1865.1951023421188	1709.69711311414	1763.733770506767	1838.8265035262075	1611.0563803484545	2059.4744319553715
ENSDARG00000074808	1.1241703085384478e-4	0.01312848622485036	0.5313342320521945	11	41712391	41779281	-1	protein_coding	megf6b	multiple EGF-like-domains 6b [Source:ZFIN;Acc:ZDB-GENE-101112-3]	77	85	131	115	104	149	134	200	112	126	146	84.86137856603763	79.98732609002688	109.10151965241559	115.49653872456388	95.5393672281363	147.74804372619656	135.00260056411005	172.2396260260515	123.99070944908804	128.07135894252698	133.63700758465967
ENSDARG00000003991	1.166014821350075e-4	0.013543951728638908	0.5103499694824452	6	15071399	15101477	-1	protein_coding	fhl2b	four and a half LIM domains 2b [Source:ZFIN;Acc:ZDB-GENE-041010-121]	114	83	138	120	108	145	129	241	128	143	161	125.63892411075702	78.10527135849684	114.93137184758284	120.51812736476231	99.2139582753723	143.78165329059397	129.9651900953	207.54874936139203	141.7036679418149	145.35082800620125	147.3668371310288
ENSDARG00000020228	1.2313121129534774e-4	0.014115361925753592	-0.17848903358667947	19	10558535	10577420	1	protein_coding	usf2	upstream transcription factor 2, c-fos interacting [Source:ZFIN;Acc:ZDB-GENE-030131-8475]	868	1032	1146	920	999	860	803	958	809	761	934	956.6191765626061	971.1402414695028	954.4300879516662	923.972309796511	917.7291140471939	852.7739436545572	809.0081212908983	825.0278086647866	895.611463788502	773.5103504385955	854.9107197539187
ENSDARG00000040004	1.2330796173111444e-4	0.014115361925753592	-0.8594869792227627	19	22930177	22997652	1	protein_coding	PKHD1L1	si:ch211-244a23.1 [Source:ZFIN;Acc:ZDB-GENE-060503-789]	37	93	50	63	43	27	42	34	31	23	27	40.77754554471938	87.51554501614706	41.641801394051754	63.272016866500216	39.501853757787124	26.773135440317496	42.31424793800465	29.280736424428753	34.3188570796583	23.378105203794608	24.713693183464457
ENSDARG00000036820	1.240895633599916e-4	0.014115361925753592	-0.2439575182551109	8	26292560	26326501	1	protein_coding	mgll	monoglyceride lipase [Source:ZFIN;Acc:ZDB-GENE-031006-9]	1316	1689	1846	1774	1553	1365	1182	1660	1164	1254	1473	1450.3581064013706	1589.3952207771224	1537.4153074683907	1781.6596495424028	1426.6599740893814	1353.5307361493844	1190.843834826702	1429.5888960162274	1288.6177303458794	1274.6149532851496	1348.2692614534499
ENSDARG00000026165	1.241341710665671e-4	0.014115361925753592	0.14740618557228471	24	28764021	28893303	-1	protein_coding	col11a1a	collagen, type XI, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-070209-167]	9211	10537	12036	9573	10240	11297	10762	12824	9032	10810	12226	10151.40464898406	9915.605353066037	10024.014431576139	9614.333610523914	9406.95308092419	11202.07818775062	10842.52229306681	11044.004820790422	9998.965069144315	10987.709445783466	11190.72640226061
ENSDARG00000029439	1.259631077079424e-4	0.014245617793015315	0.353823191179307	8	11687254	11744994	1	protein_coding	atp2a2a	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2a [Source:ZFIN;Acc:ZDB-GENE-040426-702]	1756	1616	2305	2043	2527	2660	2639	2861	1867	2350	2985	1935.2802696358713	1520.7002230762757	1919.687044265786	2051.8211183850785	2321.4228940913504	2637.6496396757234	2658.7452454379586	2463.8878503026663	2066.880844120066	2388.632488213797	2732.2360797274596
ENSDARG00000035809	1.270862663474491e-4	0.014245617793015315	0.20445458578963127	12	3095699	3133483	-1	protein_coding	col1a1b	collagen, type I, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-030131-4400]	20306	24284	30964	23650	26687	28159	26929	34486	24799	27067	27560	22379.15783327221	22851.908550237797	25787.934767308372	23752.11426813857	24515.952819396858	27922.397069033344	27130.48530291731	29699.27871567206	27453.978603820844	27511.964067439505	25226.273486528906
ENSDARG00000074319	1.276529735705323e-4	0.014245617793015315	-0.19055559622227142	7	37359004	37392172	1	protein_coding	sall1a	spalt-like transcription factor 1a [Source:ZFIN;Acc:ZDB-GENE-020228-2]	753	829	914	770	869	649	736	784	605	731	733	829.8781566263161	780.1116862192033	761.212129483266	773.3246505905581	798.3049050120235	643.5468481765205	741.5068210088433	675.1793340221218	669.7712430062345	743.0171697379939	670.9310038325722
ENSDARG00000009194	1.2791714195070452e-4	0.014245617793015315	0.28666819006422156	19	38473758	38611814	-1	protein_coding	col16a1	collagen, type XVI, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-060503-351]	997	1066	1348	1246	1150	1449	1258	1748	1091	1446	1319	1098.7895380563575	1003.1351719055136	1122.6629655836352	1251.3798891374486	1056.4449260803533	1436.8249352970388	1267.4124739526153	1505.37433146769	1207.802357222813	1469.771309769	1207.3096781107267
ENSDARG00000075759	1.2880387637010174e-4	0.01427080896910794	0.4645098645930378	17	15033822	15117508	1	protein_coding	samd4a	sterile alpha motif domain containing 4A [Source:ZFIN;Acc:ZDB-GENE-070720-7]	224	317	320	319	338	465	348	533	268	460	385	246.8694649193822	298.305674947512	266.5075289219312	320.3773552446598	310.502943491443	461.0928881388013	350.60376862918133	459.01860335942723	296.69205475317494	467.56210407589214	352.398958356808
ENSDARG00000007371	1.3066625981663152e-4	0.01440328848642002	1.3959509594160011	4	18824959	18835544	1	protein_coding	slc26a3.1	solute carrier family 26 member 3 [Source:ZFIN;Acc:ZDB-GENE-041210-180]	14	31	27	10	12	109	33	40	23	51	29	15.429341557461388	29.171848338715687	22.486572752787946	10.04317728039686	11.023773141708034	108.08413937017063	33.24690909414651	34.447925205210296	25.462377833294866	51.838407191022824	26.544337122980345
ENSDARG00000077583	1.3464500291824797e-4	0.014766524304815978	-0.3616873245726325	7	7466049	7474597	-1	protein_coding	b4gat1	beta-1,4-glucuronyltransferase 1 [Source:NCBI gene;Acc:101669768]	190	261	247	226	258	160	191	191	195	167	167	209.3982068512617	245.60814246467078	205.71049888661565	226.97580653696903	237.01112254672273	158.65561742410367	192.42907990854494	164.48884285487918	215.87668163010864	169.7453725666826	152.85876894957647
ENSDARG00000044010	1.3775082040509717e-4	0.015030840782081436	0.4248440458604481	10	20407888	20445549	-1	protein_coding	loxl2a	lysyl oxidase-like 2a [Source:NCBI gene;Acc:565508]	120	164	204	204	197	238	243	256	164	247	245	132.25149906395475	154.32848798546362	169.89854968773116	204.88081652009592	180.97360907637358	236.00023091835422	244.81814878416972	220.4667213133459	181.55782455045033	251.06052110162034	224.253882590696
ENSDARG00000008639	1.394865421530635e-4	0.015143752478477069	-0.19969191834245142	20	34420623	34453623	-1	protein_coding	kifap3a	kinesin-associated protein 3a [Source:ZFIN;Acc:ZDB-GENE-040912-74]	648	731	853	668	761	599	621	684	504	625	694	714.1580949453557	687.8910043742312	710.4091317825229	670.8842423305102	699.0909467366512	593.9669677314881	625.6463802262115	589.0595210090961	557.9581925208962	635.2745979292013	635.2334470120123
ENSDARG00000053152	1.4188410781773323e-4	0.015227238268595783	-0.1990990068281528	24	35183595	35219631	1	protein_coding	pcmtd1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5387]	705	803	1022	804	841	687	690	785	655	638	788	776.9775570007342	755.6449747093128	851.1584204944179	807.4714533439075	772.5827676813715	681.2275573147451	695.1626446957906	676.0405321522521	725.124238296006	648.4883095661287	721.273712169259
ENSDARG00000016570	1.4195490489647694e-4	0.015227238268595783	-0.25903648631165166	21	11105007	11135942	1	protein_coding	prlra	prolactin receptor a [Source:ZFIN;Acc:ZDB-GENE-080103-2]	429	521	561	584	565	405	456	497	402	407	432	472.79910915363826	490.27525756357653	467.2210116412607	586.5215531751766	519.0359854220866	401.59703160476244	459.411834755479	428.0154706747379	445.0380821297624	413.6908181714959	395.4190909354313
ENSDARG00000036179	1.4236992040066412e-4	0.015227238268595783	0.24613743053881199	7	30632229	30722952	-1	protein_coding	myo1ea	myosin IEa [Source:ZFIN;Acc:ZDB-GENE-030131-5127]	378	388	536	464	479	515	502	625	423	525	524	416.5922220514575	365.1186179168286	446.4001109442348	466.0034258104143	440.0322779065124	510.6727685838337	505.7560110685317	538.2488313314109	468.28634015146645	533.6306622605291	479.6287121531621
ENSDARG00000078041	1.4576230635681306e-4	0.01551327403368939	0.23771561841990027	1	53657337	53685090	-1	protein_coding	xpo1a	exportin 1 (CRM1 homolog, yeast) a [Source:ZFIN;Acc:ZDB-GENE-050309-201]	600	633	653	591	633	709	686	833	580	698	805	661.2574953197737	595.670322529259	543.8419262063159	593.5517772714544	581.5040332250989	703.0427047105594	691.1327163207425	717.3780423985045	642.0947453613488	709.474670967332	736.8341856551441
ENSDARG00000043243	1.492353874929864e-4	0.01580505169993123	-0.4594828671751443	20	20360337	20410127	-1	protein_coding	prkchb	protein kinase C, eta, b [Source:ZFIN;Acc:ZDB-GENE-041001-104]	113	103	142	161	143	97	88	120	90	70	100	124.53682828522406	96.92581867379728	118.26271595910698	161.69515421438942	131.36662993868742	96.18496806336285	88.65842425105735	103.34377561563089	99.6353915215886	71.15075496807054	91.53219697579429
ENSDARG00000045070	1.5098839462521972e-4	0.01591270373598962	0.8186119202210421	12	26434478	26461744	1	protein_coding	itgb3b	integrin beta 3b [Source:ZFIN;Acc:ZDB-GENE-071207-2]	20	27	36	42	41	69	59	63	22	72	58	22.041916510659128	25.407738875655596	29.982097003717264	42.181344577666806	37.66455823416912	68.42023501414471	59.4414435319589	54.25548219820622	24.35531792749944	73.183633681444	53.08867424596069
ENSDARG00000102777	1.5322389449360762e-4	0.016069913789001907	0.42893049771606956	5	51909740	51945554	1	protein_coding	thbs4a	thrombospondin 4a [Source:ZFIN;Acc:ZDB-GENE-080215-11]	110	150	204	135	140	191	169	201	184	178	232	121.2305408086252	141.15410486475332	169.89854968773116	135.58289328535759	128.61068665326042	189.39514330002376	170.2644738457806	173.10082415618174	203.69902266635893	180.92620549023653	212.35469698384276
ENSDARG00000088484	1.5479879030126802e-4	0.016156656350042976	0.49331617619849494	18	48491007	48500545	-1	protein_coding	kcnj1a.6	potassium inwardly rectifying channel subfamily J member 1a, tandem duplicate 6 [Source:ZFIN;Acc:ZDB-GENE-050420-272]	49	76	114	74	94	107	98	147	88	107	120	54.00269545111486	71.51807979814168	94.943307178438	74.31951187493675	86.35288961004628	106.10094415236934	98.7332451886775	126.59612512914784	97.42127170999775	108.75901116547927	109.83863637095315
ENSDARG00000012405	1.5566151187185287e-4	0.016168591173035488	0.3347642933063385	3	23221047	23239458	1	protein_coding	col1a1a	collagen, type I, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9102]	27993	29507	47313	35347	37582	46764	41031	54350	34082	41015	44125	30850.968444144048	27766.894481628507	39403.97098713541	35499.618733018775	34524.620184305946	46371.0705826299	41337.99778914925	46806.11837257949	37730.81570931981	41689.260214505906	40388.58191556923
ENSDARG00000079497	1.604080429080072e-4	0.016581893622141127	-0.2979239671267966	5	27866649	27867657	-1	protein_coding	tcima	transcriptional and immune response regulator a [Source:ZFIN;Acc:ZDB-GENE-050320-36]	332	445	501	310	439	286	334	327	286	306	378	365.8958140769415	418.75717776543485	417.2508499683986	311.3384956923026	403.2863674341523	283.59691614558534	336.4990193165131	281.6117885525942	316.61913305749266	311.030443146137	345.9917045685024
ENSDARG00000102483	1.6407886915555632e-4	0.016870871536768747	0.2622150969636872	15	44021044	44052927	-1	protein_coding	numa1	nuclear mitotic apparatus protein 1 [Source:ZFIN;Acc:ZDB-GENE-110517-1]	247	281	327	279	287	334	329	387	293	320	329	272.2176689066402	264.4286897799712	272.33738111709846	280.2046461230724	263.65190763918383	331.19360137281643	331.4616088477031	333.28367636040963	324.3685523980607	325.26059413975105	301.14092805036324
ENSDARG00000012824	1.647652809191486e-4	0.016870871536768747	0.41504217508532837	12	5587347	5663189	-1	protein_coding	itga3b	integrin, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-050411-55]	211	258	335	332	288	457	309	507	280	341	333	232.54221918745378	242.7850603673757	279.00006934014675	333.4334857091757	264.5705554009928	453.1601072675961	311.31196697246276	436.6274519760405	309.9767736227201	346.6058206301722	304.802215929395
ENSDARG00000094696	1.67753252809101e-4	0.01709579729688975	-0.349443109090458	5	26079178	26083142	1	protein_coding	si:dkey-201c13.2	si:dkey-201c13.2 [Source:ZFIN;Acc:ZDB-GENE-060526-243]	717	716	1180	922	853	782	545	707	608	621	742	790.2027069071297	673.7755938877558	982.7465128996214	925.9809452525905	783.6065408230795	775.4293301603067	549.0777411002983	608.867078002092	673.0924227236208	631.20884050245445	679.1689015603937
ENSDARG00000089769	1.6985887762520067e-4	0.017229112915927044	0.1774352700416504	5	46490622	46505702	-1	protein_coding	hapln1a	hyaluronan and proteoglycan link protein 1a [Source:ZFIN;Acc:ZDB-GENE-050302-175]	912	1047	1325	1047	1108	1091	1183	1329	1108	1242	1212	1005.1113928860561	985.2556519559781	1103.5077369423716	1051.5206612575512	1017.8617200843752	1081.832991310607	1191.8513169204641	1144.5323149431122	1226.6223756213353	1262.417681004909	1109.3702273466267
ENSDARG00000111833	1.750892332177515e-4	0.01767664898910991	-1.6435342050401691	3	4726621	4731396	1	protein_coding	CABZ01046996.1	NA	9	30	26	69	10	6	5	17	8	8	11	9.918862429796606	28.230820972950664	21.653736724906913	69.29792323473833	9.186477618090029	5.949585653403887	5.0374104688100765	14.640368212214376	8.856479246363431	8.131514853493776	10.068541667337373
ENSDARG00000069296	1.7785791932983203e-4	0.017792042452285897	0.3844527008583314	20	43083745	43106423	1	protein_coding	moxd1l	monooxygenase, DBH-like 1, like [Source:NCBI gene;Acc:553484]	128	153	185	130	147	185	161	253	175	171	189	141.0682656682184	143.9771869620484	154.0746651579915	130.56130464515917	135.04122098592342	183.44555764661987	162.20461709568448	217.8831269229551	193.73548351420007	173.81112999342946	172.9958522842512
ENSDARG00000088332	1.7787924877082868e-4	0.017792042452285897	0.2862995714054513	7	26893688	26924903	-1	protein_coding	alx4a	ALX homeobox 4a [Source:ZFIN;Acc:ZDB-GENE-070712-3]	193	264	344	258	297	330	289	375	275	297	361	212.70449432786057	248.43122456196585	286.49559359107604	259.11397383423895	272.83838525727384	327.22721093721384	291.16232509722244	322.94929879884654	304.44147409374295	301.8824889359565	330.4312310826174
ENSDARG00000093316	1.8126600528664267e-4	0.01804724444340053	-0.7402693605746055	20	35719375	35750810	-1	protein_coding	adgrf8	adhesion G protein-coupled receptor F8 [Source:ZFIN;Acc:ZDB-GENE-130531-41]	69	140	114	174	132	77	67	114	45	68	74	76.04461196177398	131.74383120710309	94.943307178438	174.75128467890536	121.26150455878837	76.35301588534989	67.50130028205503	98.17658683484935	49.8176957607943	69.1178762546971	67.73382576208778
ENSDARG00000105744	1.8753177352883954e-4	0.018511038204844493	-0.2697324624460838	4	74226447	74271898	1	protein_coding	ptprr	protein tyrosine phosphatase receptor type R [Source:ZFIN;Acc:ZDB-GENE-101029-2]	298	390	419	320	346	287	278	309	290	246	304	328.42455600882096	367.0006726483586	348.9582956821537	321.3816729726995	317.852125585915	284.588513754486	280.08002206584024	266.11022221024956	321.0473726806744	250.04408174493364	278.2578788064146
ENSDARG00000060438	1.8763792487206405e-4	0.018511038204844493	0.40348529940440686	9	55093078	55128839	-1	protein_coding	tbl1x	transducin beta like 1 X-linked [Source:ZFIN;Acc:ZDB-GENE-070209-131]	116	159	142	121	131	178	185	167	145	190	167	127.84311576182293	149.6233511566385	118.26271595910698	121.522445092802	120.34285679697938	176.50437438431533	186.38418734597283	143.82008773175298	160.5236863403372	193.1234777704772	152.85876894957647
ENSDARG00000043492	1.929616882897638e-4	0.01894971488863794	-1.1447683425068498	13	311380	318827	1	protein_coding	irf1a	interferon regulatory factor 1a [Source:ZFIN;Acc:ZDB-GENE-060421-4031]	15	33	23	31	25	10	17	10	11	6	13	16.531437382994344	31.05390307024573	19.155228641263808	31.133849569230264	22.966194045225073	9.91597608900648	17.127195593954262	8.611981301302574	12.17765896374972	6.098636140120332	11.899185606853258
ENSDARG00000068947	1.9409387373893553e-4	0.018974652226831232	1.7980991908752222	18	15706160	15718931	1	protein_coding	si:ch211-264e16.1	si:ch211-264e16.1 [Source:ZFIN;Acc:ZDB-GENE-060503-226]	2	5	7	6	1	13	7	21	9	28	7	2.2041916510659125	4.70513682882511	5.829852195167246	6.0259063682381155	0.9186477618090029	12.890768915708424	7.052374656334107	18.085160732735407	9.96353915215886	28.460301987228217	6.4072537883056
ENSDARG00000102441	1.9716894400319485e-4	0.019188446104455064	0.28095102357990037	24	34488316	34680956	-1	protein_coding	ctnna1	catenin (cadherin-associated protein), alpha 1 [Source:ZFIN;Acc:ZDB-GENE-991207-24]	818	940	1162	1057	1067	1306	1195	1431	916	1118	1211	901.5143852859583	884.5657238191208	967.7554643977628	1061.563838537948	980.197161850206	1295.0264772242463	1203.9411020456084	1232.3745242163984	1014.0668737086129	1136.3792007757552	1108.454905376869
ENSDARG00000076472	2.0266725140151518e-4	0.019635094020312716	0.4219299875681649	7	19835569	19848037	1	protein_coding	ovol1a	ovo-like zinc finger 1a [Source:ZFIN;Acc:ZDB-GENE-031010-37]	87	115	147	121	106	163	122	179	150	122	164	95.8823368213672	108.21814706297755	122.42689609851216	121.522445092802	97.37666275175431	161.63041025080562	122.91281543896588	154.15446529331606	166.05898586931434	124.00560151578009	150.11280304030262
ENSDARG00000057652	2.1149263353962633e-4	0.020398653337605478	-0.25857717228113425	16	13599693	13613475	-1	protein_coding	dbpb	D site albumin promoter binding protein b [Source:ZFIN;Acc:ZDB-GENE-100922-6]	1279	1316	1856	1626	1424	1297	1019	1419	979	1260	1371	1409.5805608566511	1238.392013346769	1545.743667747201	1633.0206257925292	1308.15441281602	1286.1020987441404	1026.6242535434938	1222.0401466548353	1083.8116477737249	1280.71358942527	1254.9064205381396
ENSDARG00000075015	2.1731924001207298e-4	0.02086747635760372	0.29515964408548423	3	53476155	53486169	-1	protein_coding	soul5	heme-binding protein soul5 [Source:ZFIN;Acc:ZDB-GENE-110718-2]	364	372	522	415	449	503	469	569	489	445	562	401.1628804939961	350.06218006458823	434.7404065539003	416.7918571364697	412.4728450522423	498.77359727702594	472.5091019743852	490.0217360441165	541.3522939339648	452.3155137255913	514.4109470039639
ENSDARG00000040274	2.212499715707813e-4	0.021150909892861634	-0.21136802248042527	18	50089000	50100149	1	protein_coding	scamp5b	secretory carrier membrane protein 5b [Source:ZFIN;Acc:ZDB-GENE-120215-76]	737	880	942	725	847	683	705	761	646	627	744	812.2446234177888	828.1040818732195	784.5315382639351	728.1303528287723	778.0946542522255	677.2611668791426	710.2748761022208	655.371777029126	715.1606991438471	637.3074766425748	680.9995454999096
ENSDARG00000099461	2.245770815380702e-4	0.021374395800132187	-0.30547789325907676	24	34085940	34107618	1	protein_coding	asb10	ankyrin repeat and SOCS box containing 10 [Source:ZFIN;Acc:ZDB-GENE-060929-1106]	216	285	313	238	249	180	198	206	193	189	262	238.05269831511856	268.1927992430313	260.677676726764	239.02761927344525	228.7432926904417	178.48756960211662	199.48145456487904	177.40681480683304	213.6625618185178	192.10703841379046	239.81435607658105
ENSDARG00000043976	2.2662893585247707e-4	0.02145332250586703	0.1781148927336439	10	21434649	21444731	1	protein_coding	etf1b	eukaryotic translation termination factor 1b [Source:ZFIN;Acc:ZDB-GENE-021029-1]	1314	1583	1719	1540	1574	1728	1708	1831	1687	1504	1741	1448.1539147503047	1489.64632000603	1431.6451319274993	1546.6493011811162	1445.9515770873704	1713.4806681803198	1720.7794161455222	1576.8537762685014	1867.6100610768885	1528.72479245683	1593.5755493485785
ENSDARG00000053483	2.2739230982844478e-4	0.02145332250586703	0.40473904506653646	6	43450221	43474757	1	protein_coding	zgc:113054	zgc:113054 [Source:ZFIN;Acc:ZDB-GENE-050320-9]	153	135	198	123	139	177	191	253	180	166	192	168.6206613065423	127.03869437827798	164.90153352044496	123.53108054888136	127.6920388914514	175.5127767754147	192.42907990854494	217.8831269229551	199.2707830431772	168.72893320999586	175.74181819352503
ENSDARG00000073810	2.3073440042341555e-4	0.021622845045073467	0.6774181357205328	12	30653047	30681927	1	protein_coding	thbs2b	thrombospondin 2b [Source:ZFIN;Acc:ZDB-GENE-100623-1]	98	130	191	208	137	250	235	325	140	256	229	108.00539090222972	122.33355754945288	159.0716813252777	208.89808743225467	125.8547433678334	247.899402225162	236.7582920340736	279.88939229233364	154.98838681136004	260.20847531180084	209.60873107456894
ENSDARG00000022303	2.3119079867678645e-4	0.021622845045073467	0.3200716253878659	2	2168547	2175629	1	protein_coding	higd1a	HIG1 hypoxia inducible domain family, member 1A [Source:ZFIN;Acc:ZDB-GENE-030826-15]	274	356	357	280	331	392	386	387	414	318	424	301.97425619603	335.00574221234785	297.3224619535295	281.20896385111206	304.07240915878	388.706262689054	388.8880881921379	333.28367636040963	458.32280099930756	323.22771542637764	388.0965151773678
ENSDARG00000024775	2.3224514869882396e-4	0.02162782947257798	0.3690974030477669	22	22316855	22340688	-1	protein_coding	si:ch211-129c21.1	si:ch211-129c21.1 [Source:ZFIN;Acc:ZDB-GENE-030131-5796]	138	149	223	218	223	268	205	272	202	228	259	152.08922392354796	140.2130774989883	185.72243421747083	218.94126471265153	204.85845088340764	265.74815918537365	206.53382922121315	234.24589139543002	223.62610097067665	231.74817332457263	237.0683901673072
ENSDARG00000089432	2.413831859504326e-4	0.022382333615704277	-0.80919508678321	7	19615056	19621629	1	protein_coding	si:ch211-212k18.15	si:ch211-212k18.15 [Source:ZFIN;Acc:ZDB-GENE-160728-58]	30	43	33	52	33	28	20	23	18	19	20	33.06287476598869	40.46417672789595	27.48358892007416	52.22452185806367	30.315376139697094	27.764733049218144	20.149641875240306	19.80755699299592	19.92707830431772	19.31234777704772	18.306439395158858
ENSDARG00000088741	2.4764071391707496e-4	0.022864434291360702	0.21069328087520098	16	14093781	14167673	-1	lincRNA	BX322530.1	NA	839	1103	1232	963	983	1120	1105	1318	914	1189	1277	924.6583976221503	1037.9531844388193	1026.0539863494353	967.1579721022175	903.0307498582498	1110.5893219687257	1113.267713607027	1135.0591355116792	1011.852753897022	1208.5463951005127	1168.8661553808931
ENSDARG00000039576	2.5466145267833735e-4	0.023412598660065866	0.2113927605632626	9	9735493	9842149	-1	protein_coding	fstl1b	follistatin-like 1b [Source:ZFIN;Acc:ZDB-GENE-030131-3029]	2195	2154	3185	2574	2588	2734	2760	3114	2617	2718	3198	2419.1003370448393	2026.9729458578577	2652.582748801097	2585.1138319741517	2377.4604075616994	2711.0278627343714	2780.6505787831625	2681.7709772256217	2897.1757734666376	2762.6821714745106	2927.1996592859014
ENSDARG00000035178	2.580767618366545e-4	0.02362605270966492	-0.5351758271140632	5	55543580	55560937	-1	protein_coding	gna14	guanine nucleotide binding protein (G protein), alpha 14 [Source:ZFIN;Acc:ZDB-GENE-040808-7]	243	321	371	432	349	225	173	266	253	186	281	267.8092856045084	302.0697844105721	308.98216634386404	433.86525851314434	320.608068871342	223.10946200264578	174.29440222082866	229.07870261464848	280.08615616624354	189.0577203437303	257.20547350198194
ENSDARG00000031678	2.6245411814055514e-4	0.02388710174146923	0.24553036381230023	9	42653188	42696408	-1	protein_coding	col5a2a	collagen, type V, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030616-13]	3303	3445	4658	4139	3903	4682	4372	5385	3784	4453	4286	3640.2225117353546	3241.839275060501	3879.3502178698614	4156.87107635626	3585.482214340538	4642.660004872833	4404.7117139275315	4637.551930751436	4189.114683529903	4526.204455325973	3923.0699623825435
ENSDARG00000036593	2.63139560956708e-4	0.02388710174146923	-0.174415103178879	8	40238647	40276193	-1	protein_coding	kdm2ba	lysine (K)-specific demethylase 2Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2195]	1648	1772	1840	1623	1739	1363	1437	1729	1324	1496	1619	1816.253920478312	1667.5004921356192	1532.4182913011045	1630.0076726084103	1597.528457785856	1351.5475409315832	1447.751768736016	1489.0115669952152	1465.747315273148	1520.5932776033362	1481.9062690381095
ENSDARG00000044280	2.698739430073464e-4	0.024395926940057402	0.5285080570252961	6	41186320	41189460	1	protein_coding	opn1mw2	opsin 1 (cone pigments), medium-wave-sensitive, 2 [Source:NCBI gene;Acc:360151]	234	254	299	172	221	304	378	315	249	337	404	257.89042317471177	239.0209509043156	249.0179723364295	172.74264922282597	203.02115535978965	301.44567310579697	380.8282314420418	271.2774109910311	275.6579165430618	342.54006320342535	369.79007578220893
ENSDARG00000103981	2.713283331282798e-4	0.02442520265515202	0.9518159618034984	10	37927100	37928125	1	protein_coding	bhlha9	basic helix-loop-helix family, member a9 [Source:NCBI gene;Acc:323481]	19	15	39	30	26	62	29	68	41	36	56	20.93982068512617	14.115410486475332	32.48060508736037	30.129531841190577	23.884841807034075	61.479051751840174	29.216980719098444	58.561472848857505	45.389456137612584	36.591816840722	51.2580303064448
ENSDARG00000007195	2.7468689408815036e-4	0.024624939198234393	-0.20693366695937285	11	36158134	36216651	1	protein_coding	grm2b	glutamate receptor, metabotropic 2b [Source:ZFIN;Acc:ZDB-GENE-060201-5]	579	690	769	613	747	522	548	662	507	588	612	638.1134829835817	649.3088823778653	640.450905440516	615.6467672883275	686.2298780713252	517.6139518461382	552.1001873815844	570.1131621462304	561.2793722382825	597.6663417317926	560.177045491861
ENSDARG00000052575	2.823083385768152e-4	0.025203601879967324	-0.2955537474044154	14	41293110	41308561	-1	protein_coding	arl13a	ADP-ribosylation factor-like 13A [Source:ZFIN;Acc:ZDB-GENE-040426-1790]	184	271	280	208	269	212	179	208	165	180	207	202.78563189806397	255.01841612232099	233.19408780668982	208.89808743225467	247.11624792662178	210.21869308693738	180.33929478340076	179.12921106709354	182.66488445624577	182.95908420360996	189.4716477398942
ENSDARG00000096398	2.8677303966183327e-4	0.025496837538658057	0.30173178143295803	6	8339298	8346939	1	protein_coding	si:ch211-276a17.5	si:ch211-276a17.5 [Source:ZFIN;Acc:ZDB-GENE-120215-248]	249	280	318	253	344	394	323	430	244	321	376	274.4218605577061	263.48766241420617	264.84185686616917	254.09238519404053	316.014830062297	390.6894579068553	325.416716285131	370.3151959560107	270.12261701408465	326.2770334964378	344.16106062898655
ENSDARG00000014244	2.8841111576158893e-4	0.025537385885365284	-0.16503438908479953	14	31855592	31862720	-1	protein_coding	rbmx	RNA binding motif protein X-linked [Source:NCBI gene;Acc:321860]	1421	1643	1780	1516	1641	1421	1240	1684	1295	1291	1423	1566.0781680823309	1546.1079619519314	1482.4481296282424	1522.5456757081638	1507.5009771285738	1409.0602022478208	1249.277796264899	1450.2576511393536	1433.6425780050804	1312.223209482558	1302.5031629655527
