Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Amp_1 count	Amp_2 count	Amp_3 count	Amp_4 count	Amp_5 count	Amp_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Amp_1 normalised count	Amp_2 normalised count	Amp_3 normalised count	Amp_4 normalised count	Amp_5 normalised count	Amp_6 normalised count
ENSDARG00000020594	5.9047676436934216e-5	0.0072894998383965254	0.22383330879758254	20	36845787	36887516	-1	protein_coding	txlnba	taxilin beta a [Source:ZFIN;Acc:ZDB-GENE-030131-322]	1504	1898	2208	1925	1873	2301	1918	2198	1863	2033	1742	1657.5521216015663	1786.069940222012	1838.9019495613254	1933.3116264763953	1720.6272578682624	2114.992142434653	1903.970306492537	2100.4082836380635	2154.350086976935	2148.562344622165	2106.145383175743
ENSDARG00000099448	6.01336448413222e-5	0.007366724782052175	-0.39697859677113473	16	35905031	35938157	1	protein_coding	sh3d21	SH3 domain containing 21 [Source:ZFIN;Acc:ZDB-GENE-051120-57]	484	644	753	603	630	466	478	358	443	454	378	533.4143795579508	606.0216235526742	627.1255289944194	605.6035900079306	578.7480899396718	428.3295690458706	474.5035487504863	342.1047158973734	512.279703988611	479.80683937947015	457.0166216075952
ENSDARG00000111833	6.04804311161862e-5	0.007366724782052175	-1.7874725063986125	3	4726621	4731396	1	protein_coding	CABZ01046996.1	NA	9	30	26	69	10	11	5	6	10	7	7	9.918862429796606	28.230820972950664	21.653736724906913	69.29792323473833	9.186477618090029	10.110783818679348	4.9634262421598985	5.733598590458772	11.563875936537494	7.397902809815619	8.463270770511022
ENSDARG00000013794	6.064616043335931e-5	0.007366724782052175	0.41490864102885433	17	32365941	32370047	-1	protein_coding	klf11b	Kruppel-like factor 11b [Source:ZFIN;Acc:ZDB-GENE-061103-82]	251	236	331	262	280	371	434	336	329	306	225	276.626052208772	222.08245832054521	275.66872522862263	263.1312447463977	257.22137330652083	341.0091633390944	430.8253978194792	321.0815210656913	380.4515183120835	323.3940371147971	272.03370333785426
ENSDARG00000026925	6.239620845452829e-5	0.0075304772689473625	-1.324745514370888	5	43782267	43796971	1	protein_coding	nos2a	nitric oxide synthase 2a, inducible [Source:ZFIN;Acc:ZDB-GENE-040305-1]	16	33	12	34	31	14	12	7	9	8	6	17.6335332085273	31.05390307024573	9.99403233457242	34.14680275334932	28.47808061607909	12.868270314682807	11.912222981183756	6.689198355535234	10.407488342883745	8.454746068360707	7.254232089009448
ENSDARG00000051861	6.265728390187328e-5	0.0075304772689473625	0.32266145788922396	25	22151271	22191983	-1	protein_coding	pkp3a	plakophilin 3a [Source:ZFIN;Acc:ZDB-GENE-060512-114]	1561	1729	2573	1934	1811	2313	2292	2181	2029	2469	1833	1720.3715836569447	1627.0363154077234	2142.887099737903	1942.3504860287526	1663.6710966361043	2126.0220884186665	2275.2345894060977	2084.1630876317636	2346.3104275234573	2609.3460053478234	2216.1679031923863
ENSDARG00000063297	6.466411818319361e-5	0.007730765497532857	0.5363569289616953	1	6135176	6158609	1	protein_coding	abcb6a	ATP-binding cassette, sub-family B (MDR/TAP), member 6a [Source:ZFIN;Acc:ZDB-GENE-050517-9]	71	77	84	75	86	100	114	102	90	129	91	78.2488036128399	72.45910716390671	69.95822634200695	75.32382960297645	79.00370751557425	91.91621653344862	113.16611832124569	97.47117603779913	104.07488342883744	136.3327803523164	110.02252001664328
ENSDARG00000063509	6.900477236270178e-5	0.008206509969731785	0.3212132747493398	9	9719225	9732212	-1	protein_coding	lrrc58b	leucine rich repeat containing 58b [Source:ZFIN;Acc:ZDB-GENE-050309-29]	299	352	479	363	368	512	457	457	384	410	335	329.5266518343539	331.2416327492878	398.9284573550158	364.567335278406	338.06237634571306	470.61102865125696	453.6571585334147	436.70909263994315	444.05283596303974	433.3057360034863	405.0279583030275
ENSDARG00000009242	8.05523733152703e-5	0.0095299331242519	-0.6329350702141489	9	11548233	11551608	-1	protein_coding	fev	FEV transcription factor, ETS family member [Source:NCBI gene;Acc:791175]	65	65	68	53	67	29	42	38	44	37	35	71.63622865964216	61.16677877472644	56.63284989591038	53.228839586103355	61.54940004120319	26.6557027947001	41.692780434143145	36.31279107290556	50.88105412076497	39.103200566168276	42.31635385255511
ENSDARG00000092719	8.229335181234426e-5	0.009685458478846632	-0.6610224474547782	12	46264190	46282243	-1	unprocessed_pseudogene	AL954655.2	NA	106	116	214	158	165	99	87	59	76	126	74	116.82215750649337	109.15917442874257	178.2269099665415	158.68220103027036	151.57688069848547	90.99705436811414	86.36361661358224	56.38038613951126	87.88545711768495	133.16225057668115	89.46886243111652
ENSDARG00000018149	8.448821535085163e-5	0.009892524802549459	0.20622845051770503	4	1516716	1566572	1	protein_coding	slc38a4	solute carrier family 38 member 4 [Source:ZFIN;Acc:ZDB-GENE-041010-14]	2820	3857	4580	3527	3833	4383	3952	4194	3434	4100	3420	3107.910228002937	3629.5425497556903	3814.3890076951407	3542.228626795972	3521.176871013908	4028.687770661053	3923.092101803184	4007.7854147306816	3971.0349966069753	4333.0573600348625	4134.912290735385
ENSDARG00000103333	8.606332810026873e-5	0.010025274347680023	0.4379916103989956	12	35654749	35689239	1	protein_coding	baiap2b	BAR/IMD domain containing adaptor protein 2b [Source:ZFIN;Acc:ZDB-GENE-100812-7]	107	150	156	124	128	207	193	206	137	133	120	117.92425333202632	141.15410486475332	129.92242034944147	124.53539827692106	117.58691351155237	190.26656822423865	191.5882529473721	196.8535516057512	158.42510033056365	140.56015338649678	145.08464178018895
ENSDARG00000062080	8.941911003140122e-5	0.010363036144710605	0.5450564185359009	22	21317597	21351469	1	protein_coding	shc2	SHC (Src homology 2 domain containing) transforming protein 2 [Source:ZFIN;Acc:ZDB-GENE-050208-666]	64	88	70	79	76	103	108	127	98	74	96	70.5341328341092	82.81040818732195	58.298521951672456	79.34110051513518	69.81722989748422	94.67370302945208	107.21000683065381	121.36117016471069	113.32598417806744	78.20640113233655	116.06771342415117
ENSDARG00000011407	9.014240061254772e-5	0.01038981614948368	0.2105266232185271	11	32007	55224	-1	protein_coding	col2a1b	collagen, type II, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-050302-9]	5237	5536	7381	6114	6046	7234	6780	6968	5461	6455	5663	5771.675838316092	5209.527496875163	6147.16272178992	6140.39858923464	5554.144367897232	6649.219104029673	6730.405984368823	6658.619163052787	6315.032648943125	6821.9232339085465	6846.786053343417
ENSDARG00000026329	9.05649833853299e-5	0.01038981614948368	0.3149739423906359	24	28448387	28557301	1	protein_coding	arhgap29a	Rho GTPase activating protein 29a [Source:ZFIN;Acc:ZDB-GENE-030131-9510]	200	249	281	218	278	325	306	314	257	271	206	220.41916510659127	234.31581407549052	234.02692383457085	218.94126471265153	255.3840777829028	298.72770373370804	303.7616860201858	300.0583262340091	297.1916115690136	286.404523065719	249.06196838932436
ENSDARG00000104713	9.205090222261478e-5	0.010507217306465802	0.42971114239384317	12	48634927	48656276	1	protein_coding	zgc:165653	zgc:165653 [Source:ZFIN;Acc:ZDB-GENE-070620-24]	149	163	189	208	204	234	246	255	164	230	225	164.21227800441048	153.3874606196986	157.40600926951564	208.89808743225467	187.40414340903658	215.08394668826978	244.200571114267	243.6779400944978	189.6475653592149	243.07394946537036	272.03370333785426
ENSDARG00000060609	9.340843872035927e-5	0.010608863427664804	0.42435670073263504	20	49119633	49175503	1	protein_coding	cd109	CD109 molecule [Source:ZFIN;Acc:ZDB-GENE-120215-253]	157	246	284	220	243	298	290	256	254	347	237	173.02904460867416	231.49273197819545	236.52543191821397	220.9499001687309	223.2314061195877	273.9103252696769	287.8787220452741	244.63353985957428	293.72244878805236	366.7246107151457	286.5421675158732
ENSDARG00000012435	9.612039232834183e-5	0.01086256075491684	-1.2642172940284926	4	17807837	17812131	-1	protein_coding	spic	Spi-C transcription factor (Spi-1/PU.1 related) [Source:ZFIN;Acc:ZDB-GENE-040912-47]	17	30	19	32	22	5	14	11	7	7	11	18.735629034060256	28.230820972950664	15.823884529739667	32.13816729726995	20.210250759798065	4.595810826672431	13.897593478047716	10.511597415841083	8.094713155576246	7.397902809815619	13.29942549651732
ENSDARG00000038891	9.780282308922535e-5	0.010997975873622544	0.5117043806121163	23	37444933	37453984	1	protein_coding	AL954146.1	trypsin I-P1-like [Source:NCBI gene;Acc:560023]	58	100	93	76	90	99	120	105	104	135	87	63.921557880911465	94.10273657650221	77.45375059293626	76.32814733101613	82.67829856281026	90.99705436811414	119.12222981183757	100.33797533302851	120.26430973998994	142.67383990358695	105.18636529063699
ENSDARG00000024204	9.984333541900123e-5	0.011172124946022726	-0.35994518167182266	20	34770197	34783743	1	protein_coding	mcm3	minichromosome maintenance complex component 3 [Source:ZFIN;Acc:ZDB-GENE-020419-4]	321	342	356	355	364	291	251	228	221	258	242	353.772759996079	321.8313590916376	296.4896259256485	356.5327934540885	334.38778529847707	267.4761901123355	249.1639973564269	217.87674643743335	255.5616581974786	272.6655607046328	292.587360923381
ENSDARG00000056141	1.0080330440776571e-4	0.011189414532531763	0.19831383782065426	9	32178050	32188445	1	protein_coding	coq10b	coenzyme Q10B [Source:NCBI gene;Acc:550442]	683	777	968	704	756	828	871	918	770	804	701	752.7314488390092	731.1782631994222	806.1852749888419	707.0396805399389	694.4977079276061	761.0662728969546	864.6288513842543	877.2405843401922	890.4184471133871	849.7019798702511	847.5361157326038
ENSDARG00000036943	1.018205657916365e-4	0.011189414532531763	-0.34416277838783005	19	329808	340641	-1	protein_coding	golph3l	golgi phosphoprotein 3-like [Source:ZFIN;Acc:ZDB-GENE-051113-168]	212	255	256	227	271	205	194	185	166	173	137	233.64431501298674	239.96197827008064	213.20602313754497	227.9801242650087	248.95354345023978	188.4282438935697	192.58093819580407	176.78595653914547	191.9603405465224	182.8338837283003	165.6382993657157
ENSDARG00000041433	1.0184330959911867e-4	0.011189414532531763	-0.6745480255810239	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	1158	1269	1888	1832	1433	919	792	716	850	1184	715	1276.2269659671633	1194.1637271558131	1572.3944206393942	1839.9100777687047	1316.422242672301	844.7100299423928	786.206716758128	684.2094317947468	982.9294546056869	1251.3024181173848	864.4626572736258
ENSDARG00000077060	1.0196825041752477e-4	0.011189414532531763	-0.2107261721239476	6	42666694	42690736	1	protein_coding	rbm6	RNA binding motif protein 6 [Source:ZFIN;Acc:ZDB-GENE-050309-79]	551	716	686	613	707	600	550	556	445	522	442	607.2547998686589	673.7755938877558	571.3255151263901	615.6467672883275	649.483967598965	551.4972992006917	545.9768866375888	531.313469382513	514.5924791759185	551.6721809605361	534.395097223696
ENSDARG00000092714	1.076235563723195e-4	0.011753216745179026	-1.0644542149910614	4	13499264	13502549	-1	protein_coding	si:ch211-266a5.12	si:ch211-266a5.12 [Source:ZFIN;Acc:ZDB-GENE-081104-210]	21	21	27	29	23	13	4	19	9	13	6	23.144012336192084	19.761574681065465	22.486572752787946	29.125214113150893	21.128898521607066	11.949108149348321	3.9707409937279188	18.15639553645278	10.407488342883745	13.73896236108615	7.254232089009448
ENSDARG00000091792	1.0853650656101389e-4	0.01179620452886809	0.3702320791494738	17	7763630	7783588	1	protein_coding	akap12a	A kinase (PRKA) anchor protein 12a [Source:ZFIN;Acc:ZDB-GENE-110310-3]	236	262	316	287	264	403	372	327	291	331	227	260.0946148257777	246.5491698304358	263.1761848104071	288.23918794738984	242.52300911757675	370.42235262979796	369.27891241669647	312.48112318000307	336.50878975324105	349.8151185784243	274.45178070085746
ENSDARG00000025428	1.098967289082183e-4	0.01188716284357228	-0.958629836915023	3	57423137	57425961	-1	protein_coding	socs3a	suppressor of cytokine signaling 3a [Source:ZFIN;Acc:ZDB-GENE-030131-7349]	452	552	503	512	512	179	214	281	234	258	254	498.14731314089624	519.4471059022923	418.91652202416066	514.2106767563192	470.34765404620947	164.53002759487305	212.43464316444366	268.52353398648586	270.59469691497736	272.6655607046328	307.09582510139995
ENSDARG00000054827	1.1475412463078866e-4	0.012353743796153387	-0.6689941659537065	22	31004735	31020690	-1	protein_coding	ssuh2.4	ssu-2 homolog, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-070424-72]	56	68	97	82	72	40	50	41	43	35	48	61.71736622984555	63.9898608720215	80.7850947044604	82.35405369925425	66.1426388502482	36.76648661337945	49.63426242159898	39.179590368134946	49.724666527111225	36.989514049078096	58.03385671207558
ENSDARG00000070331	1.1639089903422835e-4	0.01242006215582609	-0.4714213608977488	25	8356707	8400166	1	protein_coding	muc5.1	mucin 5.1, oligomeric mucus/gel-forming [Source:ZFIN;Acc:ZDB-GENE-120822-1]	836	1293	1441	1146	1001	870	831	734	594	854	634	921.3521101455515	1216.7483839341737	1200.1167161765716	1150.9481163334801	919.5664095708119	799.671083841003	824.9214414469751	701.4102275661231	686.8942306303271	902.5441427975055	766.5305240719983
ENSDARG00000074168	1.1646371292938398e-4	0.01242006215582609	0.25784364564626594	8	11173794	11202500	-1	protein_coding	tasor2	transcription activation suppressor family member 2 [Source:ZFIN;Acc:ZDB-GENE-041111-225]	923	1017	1303	1134	1044	1336	1163	1332	1060	1239	1000	1017.2344469669187	957.0248309830275	1085.1853443289888	1138.896303597004	959.068263328599	1228.0006528868737	1154.4929439263924	1272.8588870818473	1225.7708492729744	1309.4287973373646	1209.0386815015745
ENSDARG00000013522	1.1859308375870696e-4	0.012588046250369292	0.30847189729030994	6	60055168	60062097	1	protein_coding	pck1	phosphoenolpyruvate carboxykinase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-030909-11]	10633	12403	17098	13994	15510	15862	15622	17455	14267	16347	14430	11718.584912891925	11671.56241758357	14239.830404709937	14054.422286187364	14248.226785657635	14579.75026653562	15507.728951004387	16679.993899409645	16498.181798658043	17276.21674743656	17446.42817406772
ENSDARG00000015164	1.2045017161837006e-4	0.012691264068696232	0.28842913899208583	8	20438884	20450375	1	protein_coding	mknk2b	MAPK interacting serine/threonine kinase 2b [Source:ZFIN;Acc:ZDB-GENE-030829-2]	4210	4847	5581	5925	5277	6515	6161	6505	5017	5737	4908	4639.823425493746	4561.1596418630625	4648.057871604057	5950.582538635139	4847.704239066108	5988.341507154178	6115.9338155894275	6216.176471822386	5801.596557360861	6063.109774273173	5933.9618488097285
ENSDARG00000077264	1.2068294249783783e-4	0.012691264068696232	0.17819861561805514	17	24821627	24835683	1	protein_coding	wdr43	WD repeat domain 43 [Source:ZFIN;Acc:ZDB-GENE-021231-3]	1327	1598	1733	1473	1535	1788	1654	1727	1457	1583	1336	1462.481160482233	1503.7617304925054	1443.3048363178339	1479.3600134024573	1410.1243143768195	1643.4619516180614	1641.9014009064945	1650.32079428705	1684.8567239535128	1672.982878276875	1615.2756784861037
ENSDARG00000040306	1.219736810832183e-4	0.012767890165001398	0.6568131487612038	2	41504752	41518340	-1	protein_coding	otomp	otolith matrix protein [Source:NCBI gene;Acc:565818]	116	160	204	267	153	290	265	243	254	246	254	127.84311576182293	150.56437852240353	169.89854968773116	268.1528333865961	140.55310755677743	266.557027947001	263.0615908344746	232.21074291358028	293.72244878805236	259.9834416020918	307.09582510139995
ENSDARG00000060854	1.235679049865268e-4	0.012875435604444752	0.44309711410193947	17	29345606	29370314	1	protein_coding	kctd3	potassium channel tetramerization domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-060503-169]	289	321	319	300	305	459	402	467	290	391	309	318.50569357902435	302.0697844105721	265.67469289405017	301.2953184119058	280.1875673517459	421.89543388852917	399.05946986965586	446.2650902907078	335.3524021595873	413.2257140911296	373.5929525839866
ENSDARG00000036414	1.2816440502215487e-4	0.01329339936108789	0.2265860621046263	7	20147202	20225261	1	protein_coding	si:ch73-335l21.1	si:ch73-335l21.1 [Source:ZFIN;Acc:ZDB-GENE-130530-591]	1127	1427	1743	1325	1479	1856	1534	1636	1276	1585	1243	1242.0619953756418	1342.8460509466865	1451.6331965966442	1330.7209896525837	1358.6800397155152	1705.9649788608065	1522.779171094657	1563.361215665092	1475.5505695021843	1675.0965647939652	1502.8350811064572
ENSDARG00000095409	1.3177522701927753e-4	0.013573465589992543	-1.3647534794494267	12	46152983	46176115	-1	protein_coding	si:ch211-226h7.8	si:ch211-226h7.8 [Source:ZFIN;Acc:ZDB-GENE-130531-7]	14	16	27	30	21	11	7	4	8	11	5	15.429341557461388	15.056437852240354	22.486572752787946	30.129531841190577	19.29160299798906	10.110783818679348	6.948796739023858	3.822399060305848	9.251100749229995	11.625275843995974	6.045193407507873
ENSDARG00000094792	1.32059691630568e-4	0.013573465589992543	0.25242670850769466	6	41463785	41501766	1	protein_coding	twf2a	twinfilin actin binding protein 2 [Source:NCBI gene;Acc:100310784]	473	660	797	578	703	767	751	752	609	716	590	521.2913254770883	621.0780614049146	663.770314221185	580.4956468069385	645.809376551729	704.9973808115509	745.5066215724167	718.6110233374994	704.2400445351334	756.6997731182834	713.332822085929
ENSDARG00000102364	1.3410954482622646e-4	0.01372206446273754	0.8432476906761364	15	12004777	12011390	-1	protein_coding	si:dkey-202l22.6	si:dkey-202l22.6 [Source:ZFIN;Acc:ZDB-GENE-131121-181]	351	209	469	267	298	437	475	575	350	587	676	386.8356347620677	196.67471944488963	390.60009707620543	268.1528333865961	273.7570330190829	401.67386625117047	471.52549300519036	549.4698649189656	404.7356577788123	620.366992765967	817.3101486950644
ENSDARG00000070480	1.3486305566700994e-4	0.013737283898996103	-0.4802455932214904	19	30400372	30404096	-1	protein_coding	agr2	anterior gradient 2 [Source:NCBI gene;Acc:335616]	213	292	312	248	231	165	143	165	161	212	166	234.7464108385197	274.77999080338645	259.84484069888293	249.07079655384211	212.20763297787965	151.66175728019022	141.9539905257731	157.67396123761623	186.17840257825364	224.05077081155875	200.70042112926137
ENSDARG00000031616	1.3600050418506707e-4	0.013791301127516958	0.4287031217686499	12	6023490	6033854	-1	protein_coding	g6pca.1	glucose-6-phosphatase a, catalytic subunit, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-031001-4]	104	135	123	116	135	189	162	180	119	131	131	114.61796585542746	127.03869437827798	102.43883142936731	116.50085645260357	124.01744784421538	173.7216492482179	160.81501024598072	172.00795771376318	137.61012364479618	138.44646686940658	158.38406727670628
ENSDARG00000008275	1.381944425812892e-4	0.013951496725484373	0.3601920328522544	24	25760986	25788841	-1	protein_coding	klhl24b	kelch-like family member 24b [Source:ZFIN;Acc:ZDB-GENE-040426-1185]	1680	1767	2597	2311	2212	2902	2782	2230	2303	2536	2108	1851.5209868953666	1662.7953553067941	2162.875164407048	2320.9782694997143	2032.0488491215144	2667.408603800679	2761.6503611377675	2130.9874761205106	2663.1606281845848	2680.154503670344	2548.6535406053194
ENSDARG00000051915	1.40079190374935e-4	0.014079198271533845	0.6955717086214692	7	57539146	57619470	1	protein_coding	pde5ab	phosphodiesterase 5A, cGMP-specific, b [Source:ZFIN;Acc:ZDB-GENE-060824-4]	56	86	99	101	86	153	153	137	76	147	100	61.71736622984555	80.9283534557919	82.45076676022248	101.43609053200828	79.00370751557425	140.63181129617638	151.8808430100929	130.9171678154753	87.88545711768495	155.35595900612802	120.90386815015746
ENSDARG00000052859	1.420990640775265e-4	0.014219296213748962	0.4801687206349215	13	45035756	45063686	-1	protein_coding	chp1	calcineurin-like EF-hand protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4086]	122	177	151	187	187	244	237	215	166	214	192	134.45569071502067	166.5618437404089	125.7582402100363	187.80741514342128	171.78713145828354	224.27556834161464	235.26640387837918	205.45394949143935	191.9603405465224	226.16445732864892	232.13542684830233
ENSDARG00000117485	1.4554639764049183e-4	0.014500379045630578	0.4535203156713793	1	40693323	40705186	1	lincRNA	FO681323.1	NA	370	389	614	482	423	694	528	553	533	640	467	407.77545544719385	366.05964528259364	511.3613211189556	484.0811449151286	388.5880032452082	637.8985427421335	524.1378111720853	528.4466700872836	616.3545874174484	676.3796854688567	564.6210642612353
ENSDARG00000102138	1.5138950789006823e-4	0.01501664922149738	-0.384383081825402	17	10318071	10320932	1	protein_coding	foxa1	forkhead box A1 [Source:ZFIN;Acc:ZDB-GENE-990415-78]	214	223	270	198	233	178	158	187	169	127	139	235.84850666405265	209.84910256559994	224.86572752787947	198.8549101518578	214.04492850149768	163.61086542953853	156.8442692522528	178.69715606929842	195.42950332748364	134.21909383522623	168.05637672871887
ENSDARG00000070717	1.587270605008835e-4	0.015596986488825548	0.22417490158947237	25	16615178	16666886	-1	protein_coding	slc25a18	solute carrier family 25 member 18 [Source:ZFIN;Acc:ZDB-GENE-041111-192]	315	426	433	372	396	447	426	475	345	432	369	347.16018504288127	400.87765781589945	360.6180000724882	373.6061948307632	363.7845136763651	410.86548790451536	422.8839158320234	453.90988841131946	398.95371981054353	456.55628769147825	446.13527347408103
ENSDARG00000028098	1.5880230462171207e-4	0.015596986488825548	0.5301552623539186	8	13503377	13505486	1	protein_coding	fut9d	fucosyltransferase 9d [Source:ZFIN;Acc:ZDB-GENE-050309-15]	475	434	586	389	559	635	653	674	650	785	472	523.4955171281542	408.4058767420196	488.0419123382866	390.67959620743784	513.5240988512326	583.6679749873988	648.2234672260828	644.0742416615354	751.6519358749371	829.6219579578944	570.6662576687432
ENSDARG00000094879	1.593000601103908e-4	0.015596986488825548	-0.8092561561782234	21	10883014	10886709	-1	protein_coding	si:dkey-277m11.2	si:dkey-277m11.2 [Source:ZFIN;Acc:ZDB-GENE-060526-285]	33	36	42	31	40	23	14	22	14	17	24	36.36916224258756	33.876985167540795	34.979113171003476	31.133849569230264	36.745910472360116	21.140729802693183	13.897593478047716	21.023194831682165	16.18942631115249	17.966335395266505	29.01692835603779
ENSDARG00000031588	1.7349154487531385e-4	0.01691356412808049	-0.7648602232575364	12	38929663	38974869	1	protein_coding	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]	1495	3058	2641	3349	2611	1387	1255	845	1572	1686	1566	1647.6332591717696	2877.6616845094377	2199.5199496338137	3363.460071204908	2398.5893060833064	1274.8779233189323	1245.8199867821345	807.4818014896105	1817.841297223694	1781.8377339070191	1893.3545752314658
ENSDARG00000059035	1.773063056443267e-4	0.017211592874832825	0.23885965555226657	15	1847135	1885247	-1	protein_coding	porb	P450 (cytochrome) oxidoreductase b [Source:ZFIN;Acc:ZDB-GENE-030131-5767]	1291	1455	1706	1361	1826	1845	1830	1852	1272	1780	1356	1422.8057107630466	1369.1948171881072	1420.8182635650458	1366.8764278620126	1677.4508130632394	1695.854195042127	1816.614004630523	1769.7707649216077	1470.9250191275692	1881.1810002102575	1639.456452116135
ENSDARG00000073970	1.826195483312133e-4	0.01765192783124898	-0.5358620180973058	7	15736230	15788356	1	protein_coding	mctp2b	multiple C2 domains, transmembrane 2b [Source:ZFIN;Acc:ZDB-GENE-050506-136]	67	89	85	102	108	68	60	48	61	58	47	73.84042031070807	83.75143555308696	70.79106236988798	102.44040826004796	99.2139582753723	62.50302724274506	59.561114905918785	45.86878872367018	70.53964321287872	61.296908995615134	56.82481803057401
ENSDARG00000043279	1.8910362431116874e-4	0.01820122383994999	-0.3769950623479138	22	2874838	2886937	-1	protein_coding	aqp12	aquaporin 12 [Source:ZFIN;Acc:ZDB-GENE-040718-310]	522	604	656	638	772	412	563	471	374	450	426	575.2940209282032	568.3805289220734	546.340434289959	640.7547104893196	709.1960721165502	378.69481211780834	558.8817948672046	450.08748935101363	432.4889600265023	475.5794663452898	515.0504783196708
ENSDARG00000098121	1.9475602728405441e-4	0.018588092108462313	-0.29012123747889906	6	28222989	28224964	1	lincRNA	FP101882.1	NA	406	519	476	403	457	400	321	369	318	363	268	447.45090516638027	488.3932028320465	396.4299492713727	404.74004439999345	419.82202714671433	367.6648661337945	318.6519647466655	352.6163133132145	367.7312547818923	383.6341028518671	324.022366642422
ENSDARG00000075676	1.9475967078203964e-4	0.018588092108462313	0.3680152188088136	23	1580294	1587955	-1	protein_coding	fndc7b	fibronectin type III domain containing 7b [Source:ZFIN;Acc:ZDB-GENE-100922-114]	175	188	242	210	249	278	265	271	214	287	196	192.86676946826736	176.91314476382416	201.54631874721048	210.90672288833403	228.7432926904417	255.52708196298718	263.0615908344746	258.9675363357212	247.46694504190236	303.3140152024404	236.97158157430863
ENSDARG00000079332	1.971713733039981e-4	0.018719642685045234	-1.8780938673455183	1	8615535	8625266	-1	lincRNA	AL928650.1	endonuclease domain-containing 1 protein-like [Source:NCBI gene;Acc:101883376]	8	18	11	20	8	1	1	0	6	4	7	8.81676660426365	16.938492583770397	9.161196306691386	20.08635456079372	7.349182094472023	0.9191621653344862	0.9926852484319797	0	6.938325561922496	4.227373034180354	8.463270770511022
ENSDARG00000090337	1.9778623131898993e-4	0.018719642685045234	0.32873049350425115	13	12007904	12021566	-1	protein_coding	pprc1	PPARG related coactivator 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9858]	350	445	489	340	464	569	475	475	425	562	373	385.7335389365347	418.75717776543485	407.25681763382613	341.4680275334932	426.25256147937733	523.0032720753227	471.52549300519036	453.90988841131946	491.46472730284347	593.9459113023397	450.9714282000873
ENSDARG00000093687	2.0233339964068967e-4	0.019070552584391144	-0.5119361677703753	5	40200818	40210447	-1	protein_coding	si:dkey-193c22.1	si:dkey-193c22.1 [Source:ZFIN;Acc:ZDB-GENE-030131-7957]	118	149	131	99	146	111	95	79	71	74	68	130.04730741288884	140.2130774989883	109.10151965241559	99.4274550759289	134.12257322411443	102.02700035212797	94.30509860103807	75.49238144104051	82.1035191494162	78.20640113233655	82.21463034210707
ENSDARG00000055172	2.0388130175526175e-4	0.019137040369300706	0.36920062995976244	3	25154078	25165189	1	protein_coding	si:ch211-256m1.8	si:ch211-256m1.8 [Source:ZFIN;Acc:ZDB-GENE-131127-417]	170	200	291	203	265	326	283	268	236	262	222	187.35629034060258	188.20547315300442	242.3552841133812	203.87649879205625	243.44165687938576	299.6468658990425	280.92992530625025	256.1007370404918	272.9074721022848	276.89293373881316	268.40658729334956
ENSDARG00000035694	2.0775038480875163e-4	0.019380114829081956	0.17402500133872503	19	3137518	3167878	-1	protein_coding	stm	starmaker [Source:NCBI gene;Acc:386700]	2214	2602	2980	2351	2460	2974	2729	2690	2586	2530	2117	2440.0401577299654	2448.5532057205874	2481.8513630854845	2361.1509786213014	2259.873494050147	2733.588279704762	2709.0380429708725	2570.563368055683	2990.418317188596	2673.8134441190737	2559.5348887388336
ENSDARG00000099148	2.0817732856244763e-4	0.019380114829081956	0.37785658446851944	9	426392	433915	1	protein_coding	bzw1b	basic leucine zipper and W2 domains 1b [Source:NCBI gene;Acc:406812]	1098	1098	1654	1387	1184	1436	1418	2003	1544	1489	1253	1210.101216435186	1033.2480476099943	1377.510790115232	1392.9886887910443	1087.6789499818594	1319.9168694203222	1407.6276822765471	1914.0663294481535	1785.462444601389	1573.6396119736366	1514.925467921473
ENSDARG00000068006	2.1176183735966274e-4	0.01963334749234587	-1.7152139182057466	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	146	23	16	30	20	18	16	20	9	8	15	160.9059905278116	21.64362941259551	13.325376446096561	30.129531841190577	18.372955236180058	16.544918976020753	15.882963974911675	19.11199530152924	10.407488342883745	8.454746068360707	18.13558022252362
